score,mandatory_review,role_category,company,title,location,location_priority,years_min,years_max,is_internship,resume_to_use,ats_score,tailored,resume_file,source,ats,final_url,url
70.0,1,analyst,Nexuslink Services India Pvt ltd,Business Analyst,"Ahmedabad, Gujarat",ahmedabad,3,5,0,analyst,100.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,adzuna,company_site,https://www.adzuna.in/details/5849525633?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5849525633?utm_medium=api&utm_source=93a24393
70.0,1,analyst,Mantras2Success,Business Analyst (Finance Domain ),"Ahmedabad, Gujarat",ahmedabad,6,7,0,analyst,100.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,adzuna,company_site,https://www.adzuna.in/details/5815820214?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5815820214?utm_medium=api&utm_source=93a24393
70.0,1,other,Au Small Finance Bank,Business Support Analyst,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5850371664?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5850371664?utm_medium=api&utm_source=93a24393
70.0,1,other,Servicenow,"Staff Business Systems Analyst, Security","Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5796405651?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5796405651?utm_medium=api&utm_source=93a24393
70.0,1,other,"KloudScript, Inc.",QA Engineer,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/2461074382?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/2461074382?utm_medium=api&utm_source=93a24393
70.0,1,other,Hr Scaleup,Manual Tester,"Ahmedabad, Gujarat",ahmedabad,0,1,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5843161436?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5843161436?utm_medium=api&utm_source=93a24393
70.0,1,other,Bankai Infotech,Project Manager,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5794939089?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5794939089?utm_medium=api&utm_source=93a24393
70.0,1,swe,Nyusoft Solutions,Senior Wordpress Developer,"Ahmedabad, Gujarat",ahmedabad,3,4,0,swe,70.0,True,/home/runner/work/job_pipeline/job_pipeline/resumes/tailored/2026-09-01_Nyusoft_Solutions_Senior_Wordpress_Developer.pdf,adzuna,company_site,https://www.adzuna.in/details/4493479593?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/4493479593?utm_medium=api&utm_source=93a24393
70.0,1,other,Nyusoft Solutions,Cloud Engineer,"Ahmedabad, Gujarat",ahmedabad,1,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/4499249281?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/4499249281?utm_medium=api&utm_source=93a24393
70.0,1,other,Mantras2Success,International Recruiter (UK Shift),"Ahmedabad, Gujarat",ahmedabad,0,2,1,,,,,adzuna,company_site,https://www.adzuna.in/details/5728364986?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5728364986?utm_medium=api&utm_source=93a24393
70.0,1,other,Valeo,Engineer / Sr. Engineer - IS / IT (M/F/D),"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5847067120?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5847067120?utm_medium=api&utm_source=93a24393
70.0,1,other,Nyusoft Solutions,Junior Project Coordinator,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/4509611769?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/4509611769?utm_medium=api&utm_source=93a24393
70.0,1,other,Mantras2Success,Lasernet Functional Specialist,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5727113684?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5727113684?utm_medium=api&utm_source=93a24393
70.0,1,other,Adani,Program Manager - ACoE,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5796199968?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5796199968?utm_medium=api&utm_source=93a24393
70.0,1,other,Tata Capital,Relationship Manager - Wealth - Ahmedabad - Iscon Emporio - JM,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5499441710?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5499441710?utm_medium=api&utm_source=93a24393
70.0,1,other,Tech Holding,Senior Data Engineer,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5848585228?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5848585228?utm_medium=api&utm_source=93a24393
70.0,1,other,Tech Holding,Senior Data Engineer,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5812834429?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5812834429?utm_medium=api&utm_source=93a24393
70.0,1,other,Dhruv Corporate HR Solutions,GM - Center of Excellence (COE),"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5731641866?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5731641866?utm_medium=api&utm_source=93a24393
70.0,1,other,VT Netzwelt,Product Manager ( PDM ),"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5850376913?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5850376913?utm_medium=api&utm_source=93a24393
70.0,1,other,VT Netzwelt,Product Manager,"Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5850376898?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5850376898?utm_medium=api&utm_source=93a24393
70.0,1,other,Caregence,"Lead Data Engineer (Snowflake / Databricks) Ahmedabad, Pune 7–10 Years","Ahmedabad, Gujarat",ahmedabad,0,2,0,,,,,adzuna,company_site,https://www.adzuna.in/details/5842051458?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5842051458?utm_medium=api&utm_source=93a24393
