score,mandatory_review,role_category,company,title,location,location_priority,years_min,years_max,is_internship,resume_to_use,ats_score,tailored,resume_file,source,ats,final_url,url
70.0,1,other,Acclime,Senior Data Engineer,"Ahmedabad, Gujarat",ahmedabad,0,2,0,analyst,0.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,adzuna,company_site,https://www.adzuna.in/land/ad/5864424833?se=YpGU3Fq28RGLFujVLN7xog&utm_medium=api&utm_source=93a24393&v=A87CE857374FFE8579B824B7C2F13300EE0C43AA,https://www.adzuna.in/land/ad/5864424833?se=YpGU3Fq28RGLFujVLN7xog&utm_medium=api&utm_source=93a24393&v=A87CE857374FFE8579B824B7C2F13300EE0C43AA
70.0,1,analyst,Elsner Technologies pvt ltd,Senior Business Analyst,"Ahmedabad, Gujarat",ahmedabad,4,5,0,analyst,100.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,adzuna,company_site,https://www.adzuna.in/details/5893605450?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5893605450?utm_medium=api&utm_source=93a24393
70.0,1,other,Acclime,Senior Data Engineer,"Ahmedabad, Gujarat",ahmedabad,0,2,0,analyst,0.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,adzuna,company_site,https://www.adzuna.in/land/ad/5864424833?se=IogE3lq28RGLFujVLN7xog&utm_medium=api&utm_source=93a24393&v=A87CE857374FFE8579B824B7C2F13300EE0C43AA,https://www.adzuna.in/land/ad/5864424833?se=IogE3lq28RGLFujVLN7xog&utm_medium=api&utm_source=93a24393&v=A87CE857374FFE8579B824B7C2F13300EE0C43AA
70.0,1,other,Armakuni,Senior Technical Project Manager,"Ahmedabad, Gujarat",ahmedabad,0,2,0,analyst,0.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,adzuna,company_site,https://www.adzuna.in/land/ad/5872265972?se=-hE431q28RGzY84OElSqtQ&utm_medium=api&utm_source=93a24393&v=D60DD04C0705A94FAA595F62A416267A3CEF45EF,https://www.adzuna.in/land/ad/5872265972?se=-hE431q28RGzY84OElSqtQ&utm_medium=api&utm_source=93a24393&v=D60DD04C0705A94FAA595F62A416267A3CEF45EF
70.0,1,other,Eternal Robotics,Project Manager,"Ahmedabad, Gujarat",ahmedabad,0,2,0,analyst,70.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,adzuna,company_site,https://www.adzuna.in/land/ad/5876872046?se=-hE431q28RGzY84OElSqtQ&utm_medium=api&utm_source=93a24393&v=ABFDD66695950528159AFE0D5774840B1D377E17,https://www.adzuna.in/land/ad/5876872046?se=-hE431q28RGzY84OElSqtQ&utm_medium=api&utm_source=93a24393&v=ABFDD66695950528159AFE0D5774840B1D377E17
70.0,1,other,Einfochips,SecOps Engineer,"Ahmedabad, Gujarat",ahmedabad,0,2,0,analyst,0.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,adzuna,company_site,https://www.adzuna.in/details/5831401063?utm_medium=api&utm_source=93a24393,https://www.adzuna.in/details/5831401063?utm_medium=api&utm_source=93a24393
70.0,1,other,"Nova Technologies, Inc.",Project Manager,"Ahmedabad, Gujarat, India",ahmedabad,0,2,0,analyst,70.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,jobspy:linkedin,linkedin,https://in.linkedin.com/jobs/view/project-manager-at-nova-technologies-inc-4468522115,https://www.linkedin.com/jobs/view/4468522115
70.0,1,other,ZettaMine Labs Pvt. Ltd.,[MMSLBNCQ] Databricks Data Architect,"Ahmedabad, Gujarat, India",ahmedabad,0,2,0,analyst,70.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,jobspy:linkedin,linkedin,https://www.linkedin.com/jobs/view/4468523410,https://www.linkedin.com/jobs/view/4468523410
70.0,1,other,Zotefoams,Supply Chain Planning Lead – T-FIT,"Ahmedabad, Gujarat, India",ahmedabad,0,2,0,analyst,70.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,jobspy:linkedin,linkedin,https://www.linkedin.com/jobs/view/4467707128,https://www.linkedin.com/jobs/view/4467707128
70.0,1,other,Tsaaro People Consulting,Data Protection Consultant,"Ahmedabad, Gujarat, India",ahmedabad,0,2,0,analyst,70.0,False,/home/runner/work/job_pipeline/job_pipeline/resumes/VedangTrivedi_Analyst.pdf,jobspy:linkedin,linkedin,https://www.linkedin.com/jobs/view/4470277337,https://www.linkedin.com/jobs/view/4470277337
